text,true_claims
"As a matter of fact, the Senator from Washington just talked about 
the need for Federal encouragement. In fact, her exact statement was: 
We need a policy to encourage the use of renewable energy as part of a 
21st century national plan. I agree we need to encourage, but there is 
a big difference between encourage and require.",['4_1_5']
"Her primary conclusion was that a warming climate had caused the species range to shift northward.  She concluded neither that a) the species had become endangered, nor b) that the species overall range had declined.",['3_2_0']
"From supporting global security to advancing medical research, the U.S. is already a force for societal good, so tackling climate change doesn’t need to be a priority.",['4_4_3']
"We may not be able to do anything about the weather or climate. But we can, and must, implement policies that ensure we have the technology, money, jobs and energy to adapt to whatever climate and weather changes might come.",['4_2_11']
"Yes, you read that right: the runaway global warming scenario is now off the table;  a new ice age is coming for sure, and whatever human warming effects there may be will only make our descent into the deep freeze a little more comfy.","['1_2_0,', '3_0_0']"
"I am arguing that the version constructed by Briffa, and relied on so extensively in the literature since then, is not robust in its late-20th century portion to a small and reasonable inclusion of additional data.",['5_2_0']
"Over the last 2 years, the Environmental Protection Agency has been 
the most aggressive agency representing environmental causes in many, 
many years. Today, we have an opportunity to try to stop their 
unprecedented power grab. Even the longest-serving Member of this 
House, the distinguished Democrat from Michigan, Mr. John Dingell, whom 
we all respect and admire, said it would be a glorious mess if EPA ever 
tried to regulate greenhouse gases. Carbon dioxide, one of the things 
they are trying to regulate, is necessary for human life.","['4_1_5', '3_3_1']"
"Neither CBS nor ABC have included a skeptical scientist in their news shows within the past 1,300 days, but both networks included alarmists within the past 160 days CBS as recently as 22 days ago. When the networks did include other viewpoints, the experts were dismissed as out of the scientific mainstream or backed by oil and coal companies.",['6_1_2']
"From a historical perspective, an atmospheric CO2 concentration of 400 ppm is actually almost scraping the bottom of the barrel. Over the Earths history, atmospheric CO2 concentrations have ranged from 180 ppm to 7000 ppm.",['2_3_6']
"Climate sensitivity is somewhere between 1.5 C and 4.5 C for a doubling of carbon dioxide, due to feedbacks (primarily water vapor) in the climate system. This is supported by multiple lines of evidence, including GCMs, paleoclimate evidence (including climate response to forcing during glacial periods as well as millennial proxies), the instrumental record, and the climate response to volcanic forcings among others",['0_0_0']
"As the CO2 content of the air continues to rise, it is likely that wheat plants will exhibit significant increases in photosynthesis and yield even under less than favorable growing conditions characterized by elevated atmospheric ozone concentrations and/or pathogenic infections by rust-causing organisms.  Thus, it is likely that such detrimental environmental and biotic factors will not threaten world grain production in the years to come, as long as the air's CO2  content is allowed to increase unhindered by mankind's misguided legislative attempts to stabilize the atmospheric concentration of this vital life-supporting gas.",['3_3_1']
"(a) There is a clustering of warmer years during the past 20 years or so. This does suggest an overall warming. Taking the HadCRUT data for good (otherwise there would be no point examining them), it is also possible to say that the warmest X years happened within the past Y years.",['0_0_0']
