text,true_claims
"The decadal rate of increase between 1991-2000 and 2001-2010 was unprecedented, WMO Secretary-General Michel Jarraud said in a statement. Rising concentrations of heat-trapping greenhouse gases are changing our climate, with far-reaching implications for our environment and our oceans.",['0_0_0']
"The latest report, released in September, concluded that global warming is unequivocal, and that it is extremely likely that human activity has been the main cause of the temperature rise since the 1950s.",['0_0_0']
"One of the most dramatic developments since the last IPCC Report is the rapid reduction in the area of Arctic sea ice in summer. In 2007, the minimum area covered decreased by about 2 million square kilometres as compared to previous years. In 2008, the decrease was almost as dramatic.",['0_0_0']
"The batteries developed for plug-in EVs will also revolutionize the electrical distribution system and the use of renewable energy. Wind energy is already expected to reach grid parity in less than a decade. Unless we develop new business models with utility companies and other stake holders, we will not be able to take full advantage of the accelerating pace of technology.",['0_0_0']
No matter how much people believe in the reality of climate change just wait till you start taking their stuff away. See how that goes.,['4_1_5']
"The greatest climate change the world has seen in the last 100,000 years was the transition from the ice age to the warm interglacial period. New research from the Niels Bohr Instituteat the University of Copenhagen indicates that, contrary to previous opinion, the rise in temperature and the rise in the atmospheric CO 2 follow each other closely in terms of time. The results have been published in the scientific journal, Climate of the Past.",['0_0_0']
"In developing federal climate change legislation, it is essential that Congress gets it right. The consequences for getting it wrong are starkly described in the National Energy Technology Laboratory's recent analysis wherein NETL finds that dramatic shifts away from coal will lead to, and I quote, ``Spectacular price increases for households and industry with serious and damaging implications for the reliability of electricity supply and the viability of the U.S. economy.''","['4_1_1,', '4_1_2,', '4_3_1']"
"Instrumental records from around the globe indicate that Earth has warmed by almost 1 degree Celsius (about 1.5F) over the past century. That may seem a small amount, but it is already noticeable in glacier retreat, rising sea level, more frequent heat waves, and more intense hurricanes, among many other phenomena.",['0_0_0']
"Writing in the journal Geophysical Research Letters (GRL) , Diffenbaugh concluded that hot temperature extremes could become frequent events in the U.S. by 2039, posing serious risks to agriculture and human health.",['0_0_0']
Global warming theory says that increasing emissions of CO2 will inevitably lead to rising global temperatures.,['0_0_0']
"Dr. James E. Hansen of the Goddard Space Flight Centers Institute for Space Studies said research by his institute showed that because of the greenhouse effect that results when gases prevent heat from escaping the earths atmosphere, global temperatures would rise early in the next century to well above any level experienced in the past 100,000 years. Steeper Rise in Next Century",['0_0_0']
"Finally, there is the problem of enforcement of any international agreement. If countries do not adhere, then global mitigation objectives cannot be met, and new rounds of negotiations become necessary. Global GHG emissions-detection technologies may be insufficient to identify breaches when there are many sources of the GHG that vary in size, location, timing, production technologies, and sectors.",['4_2_6']
